modbusAddr,name,register,datatype,desc
300274,AutbusPADev18_slot0_alarm2.AutbusPADev18_slot0_alarm2,Input Registers,USINT,alarm2
400100,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400101,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300275,null.null,Input Registers,UINT,undefined
300276,AutbusPADev19_slot0_var1.AutbusPADev19_slot0_var1,Input Registers,USINT,InData1
300277,AutbusPADev19_slot0_var2.AutbusPADev19_slot0_var2,Input Registers,UINT,InData2
300278,AutbusPADev19_slot0_var3.AutbusPADev19_slot0_var3,Input Registers,ULINT,timer
300282,AutbusPADev19_slot0_var4.AutbusPADev19_slot0_var4,Input Registers,UINT,year
300283,AutbusPADev19_slot0_var5.AutbusPADev19_slot0_var5,Input Registers,USINT,month
300284,AutbusPADev19_slot0_var6.AutbusPADev19_slot0_var6,Input Registers,USINT,day
300285,AutbusPADev19_slot0_var7.AutbusPADev19_slot0_var7,Input Registers,USINT,hour
300286,AutbusPADev19_slot0_var8.AutbusPADev19_slot0_var8,Input Registers,USINT,minute
300287,AutbusPADev19_slot0_var9.AutbusPADev19_slot0_var9,Input Registers,USINT,second
400102,AutbusPADev19_slot0_var10.AutbusPADev19_slot0_var10,Holding Registers,USINT,OutData1
400103,AutbusPADev19_slot0_var11.AutbusPADev19_slot0_var11,Holding Registers,USINT,OutData2
300288,AutbusPADev19_slot0_alarm1.AutbusPADev19_slot0_alarm1,Input Registers,USINT,alarm1
300289,AutbusPADev19_slot0_alarm2.AutbusPADev19_slot0_alarm2,Input Registers,USINT,alarm2
400104,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400105,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300290,null.null,Input Registers,UINT,undefined
300291,AutbusPADev20_slot0_var1.AutbusPADev20_slot0_var1,Input Registers,USINT,InData1
300292,AutbusPADev20_slot0_var2.AutbusPADev20_slot0_var2,Input Registers,UINT,InData2
300293,AutbusPADev20_slot0_var3.AutbusPADev20_slot0_var3,Input Registers,ULINT,timer
300297,AutbusPADev20_slot0_var4.AutbusPADev20_slot0_var4,Input Registers,UINT,year
300298,AutbusPADev20_slot0_var5.AutbusPADev20_slot0_var5,Input Registers,USINT,month
300299,AutbusPADev20_slot0_var6.AutbusPADev20_slot0_var6,Input Registers,USINT,day
300300,AutbusPADev20_slot0_var7.AutbusPADev20_slot0_var7,Input Registers,USINT,hour
300301,AutbusPADev20_slot0_var8.AutbusPADev20_slot0_var8,Input Registers,USINT,minute
300302,AutbusPADev20_slot0_var9.AutbusPADev20_slot0_var9,Input Registers,USINT,second
400106,AutbusPADev20_slot0_var10.AutbusPADev20_slot0_var10,Holding Registers,USINT,OutData1
400107,AutbusPADev20_slot0_var11.AutbusPADev20_slot0_var11,Holding Registers,USINT,OutData2
300303,AutbusPADev20_slot0_alarm1.AutbusPADev20_slot0_alarm1,Input Registers,USINT,alarm1
300304,AutbusPADev20_slot0_alarm2.AutbusPADev20_slot0_alarm2,Input Registers,USINT,alarm2
400108,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400109,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300305,null.null,Input Registers,UINT,undefined
300306,AutbusPADev21_slot0_var1.AutbusPADev21_slot0_var1,Input Registers,USINT,InData1
300307,AutbusPADev21_slot0_var2.AutbusPADev21_slot0_var2,Input Registers,UINT,InData2
300308,AutbusPADev21_slot0_var3.AutbusPADev21_slot0_var3,Input Registers,ULINT,timer
300312,AutbusPADev21_slot0_var4.AutbusPADev21_slot0_var4,Input Registers,UINT,year
300313,AutbusPADev21_slot0_var5.AutbusPADev21_slot0_var5,Input Registers,USINT,month
300314,AutbusPADev21_slot0_var6.AutbusPADev21_slot0_var6,Input Registers,USINT,day
300315,AutbusPADev21_slot0_var7.AutbusPADev21_slot0_var7,Input Registers,USINT,hour
300316,AutbusPADev21_slot0_var8.AutbusPADev21_slot0_var8,Input Registers,USINT,minute
300317,AutbusPADev21_slot0_var9.AutbusPADev21_slot0_var9,Input Registers,USINT,second
400110,AutbusPADev21_slot0_var10.AutbusPADev21_slot0_var10,Holding Registers,USINT,OutData1
400111,AutbusPADev21_slot0_var11.AutbusPADev21_slot0_var11,Holding Registers,USINT,OutData2
300318,AutbusPADev21_slot0_alarm1.AutbusPADev21_slot0_alarm1,Input Registers,USINT,alarm1
300319,AutbusPADev21_slot0_alarm2.AutbusPADev21_slot0_alarm2,Input Registers,USINT,alarm2
400112,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400113,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300320,null.null,Input Registers,UINT,undefined
300321,AutbusPADev22_slot0_var1.AutbusPADev22_slot0_var1,Input Registers,USINT,InData1
300322,AutbusPADev22_slot0_var2.AutbusPADev22_slot0_var2,Input Registers,UINT,InData2
300323,AutbusPADev22_slot0_var3.AutbusPADev22_slot0_var3,Input Registers,ULINT,timer
300327,AutbusPADev22_slot0_var4.AutbusPADev22_slot0_var4,Input Registers,UINT,year
300328,AutbusPADev22_slot0_var5.AutbusPADev22_slot0_var5,Input Registers,USINT,month
300329,AutbusPADev22_slot0_var6.AutbusPADev22_slot0_var6,Input Registers,USINT,day
300330,AutbusPADev22_slot0_var7.AutbusPADev22_slot0_var7,Input Registers,USINT,hour
300331,AutbusPADev22_slot0_var8.AutbusPADev22_slot0_var8,Input Registers,USINT,minute
300332,AutbusPADev22_slot0_var9.AutbusPADev22_slot0_var9,Input Registers,USINT,second
400114,AutbusPADev22_slot0_var10.AutbusPADev22_slot0_var10,Holding Registers,USINT,OutData1
400115,AutbusPADev22_slot0_var11.AutbusPADev22_slot0_var11,Holding Registers,USINT,OutData2
300333,AutbusPADev22_slot0_alarm1.AutbusPADev22_slot0_alarm1,Input Registers,USINT,alarm1
300334,AutbusPADev22_slot0_alarm2.AutbusPADev22_slot0_alarm2,Input Registers,USINT,alarm2
400116,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400117,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300335,null.null,Input Registers,UINT,undefined
300336,AutbusPADev23_slot0_var1.AutbusPADev23_slot0_var1,Input Registers,USINT,InData1
300337,AutbusPADev23_slot0_var2.AutbusPADev23_slot0_var2,Input Registers,UINT,InData2
300338,AutbusPADev23_slot0_var3.AutbusPADev23_slot0_var3,Input Registers,ULINT,timer
300342,AutbusPADev23_slot0_var4.AutbusPADev23_slot0_var4,Input Registers,UINT,year
300343,AutbusPADev23_slot0_var5.AutbusPADev23_slot0_var5,Input Registers,USINT,month
300344,AutbusPADev23_slot0_var6.AutbusPADev23_slot0_var6,Input Registers,USINT,day
300345,AutbusPADev23_slot0_var7.AutbusPADev23_slot0_var7,Input Registers,USINT,hour
300346,AutbusPADev23_slot0_var8.AutbusPADev23_slot0_var8,Input Registers,USINT,minute
300347,AutbusPADev23_slot0_var9.AutbusPADev23_slot0_var9,Input Registers,USINT,second
400118,AutbusPADev23_slot0_var10.AutbusPADev23_slot0_var10,Holding Registers,USINT,OutData1
400119,AutbusPADev23_slot0_var11.AutbusPADev23_slot0_var11,Holding Registers,USINT,OutData2
300348,AutbusPADev23_slot0_alarm1.AutbusPADev23_slot0_alarm1,Input Registers,USINT,alarm1
300349,AutbusPADev23_slot0_alarm2.AutbusPADev23_slot0_alarm2,Input Registers,USINT,alarm2
400120,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400121,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300350,null.null,Input Registers,UINT,undefined
300351,AutbusPADev24_slot0_var1.AutbusPADev24_slot0_var1,Input Registers,USINT,InData1
300352,AutbusPADev24_slot0_var2.AutbusPADev24_slot0_var2,Input Registers,UINT,InData2
300353,AutbusPADev24_slot0_var3.AutbusPADev24_slot0_var3,Input Registers,ULINT,timer
300357,AutbusPADev24_slot0_var4.AutbusPADev24_slot0_var4,Input Registers,UINT,year
300358,AutbusPADev24_slot0_var5.AutbusPADev24_slot0_var5,Input Registers,USINT,month
300359,AutbusPADev24_slot0_var6.AutbusPADev24_slot0_var6,Input Registers,USINT,day
300360,AutbusPADev24_slot0_var7.AutbusPADev24_slot0_var7,Input Registers,USINT,hour
300361,AutbusPADev24_slot0_var8.AutbusPADev24_slot0_var8,Input Registers,USINT,minute
300362,AutbusPADev24_slot0_var9.AutbusPADev24_slot0_var9,Input Registers,USINT,second
400122,AutbusPADev24_slot0_var10.AutbusPADev24_slot0_var10,Holding Registers,USINT,OutData1
400123,AutbusPADev24_slot0_var11.AutbusPADev24_slot0_var11,Holding Registers,USINT,OutData2
300363,AutbusPADev24_slot0_alarm1.AutbusPADev24_slot0_alarm1,Input Registers,USINT,alarm1
300364,AutbusPADev24_slot0_alarm2.AutbusPADev24_slot0_alarm2,Input Registers,USINT,alarm2
400124,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400125,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300365,null.null,Input Registers,UINT,undefined
300366,AutbusPADev25_slot0_var1.AutbusPADev25_slot0_var1,Input Registers,USINT,InData1
300367,AutbusPADev25_slot0_var2.AutbusPADev25_slot0_var2,Input Registers,UINT,InData2
300368,AutbusPADev25_slot0_var3.AutbusPADev25_slot0_var3,Input Registers,ULINT,timer
300372,AutbusPADev25_slot0_var4.AutbusPADev25_slot0_var4,Input Registers,UINT,year
300373,AutbusPADev25_slot0_var5.AutbusPADev25_slot0_var5,Input Registers,USINT,month
300374,AutbusPADev25_slot0_var6.AutbusPADev25_slot0_var6,Input Registers,USINT,day
300375,AutbusPADev25_slot0_var7.AutbusPADev25_slot0_var7,Input Registers,USINT,hour
300376,AutbusPADev25_slot0_var8.AutbusPADev25_slot0_var8,Input Registers,USINT,minute
300377,AutbusPADev25_slot0_var9.AutbusPADev25_slot0_var9,Input Registers,USINT,second
400126,AutbusPADev25_slot0_var10.AutbusPADev25_slot0_var10,Holding Registers,USINT,OutData1
400127,AutbusPADev25_slot0_var11.AutbusPADev25_slot0_var11,Holding Registers,USINT,OutData2
300378,AutbusPADev25_slot0_alarm1.AutbusPADev25_slot0_alarm1,Input Registers,USINT,alarm1
300379,AutbusPADev25_slot0_alarm2.AutbusPADev25_slot0_alarm2,Input Registers,USINT,alarm2
400128,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400129,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300380,null.null,Input Registers,UINT,undefined
300381,AutbusPADev26_slot0_var1.AutbusPADev26_slot0_var1,Input Registers,USINT,InData1
300382,AutbusPADev26_slot0_var2.AutbusPADev26_slot0_var2,Input Registers,UINT,InData2
300383,AutbusPADev26_slot0_var3.AutbusPADev26_slot0_var3,Input Registers,ULINT,timer
300387,AutbusPADev26_slot0_var4.AutbusPADev26_slot0_var4,Input Registers,UINT,year
300388,AutbusPADev26_slot0_var5.AutbusPADev26_slot0_var5,Input Registers,USINT,month
300389,AutbusPADev26_slot0_var6.AutbusPADev26_slot0_var6,Input Registers,USINT,day
300390,AutbusPADev26_slot0_var7.AutbusPADev26_slot0_var7,Input Registers,USINT,hour
300391,AutbusPADev26_slot0_var8.AutbusPADev26_slot0_var8,Input Registers,USINT,minute
300392,AutbusPADev26_slot0_var9.AutbusPADev26_slot0_var9,Input Registers,USINT,second
400130,AutbusPADev26_slot0_var10.AutbusPADev26_slot0_var10,Holding Registers,USINT,OutData1
400131,AutbusPADev26_slot0_var11.AutbusPADev26_slot0_var11,Holding Registers,USINT,OutData2
300393,AutbusPADev26_slot0_alarm1.AutbusPADev26_slot0_alarm1,Input Registers,USINT,alarm1
300394,AutbusPADev26_slot0_alarm2.AutbusPADev26_slot0_alarm2,Input Registers,USINT,alarm2
400132,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400133,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300395,null.null,Input Registers,UINT,undefined
300396,AutbusPADev27_slot0_var1.AutbusPADev27_slot0_var1,Input Registers,USINT,InData1
300397,AutbusPADev27_slot0_var2.AutbusPADev27_slot0_var2,Input Registers,UINT,InData2
300398,AutbusPADev27_slot0_var3.AutbusPADev27_slot0_var3,Input Registers,ULINT,timer
300402,AutbusPADev27_slot0_var4.AutbusPADev27_slot0_var4,Input Registers,UINT,year
300403,AutbusPADev27_slot0_var5.AutbusPADev27_slot0_var5,Input Registers,USINT,month
300404,AutbusPADev27_slot0_var6.AutbusPADev27_slot0_var6,Input Registers,USINT,day
300405,AutbusPADev27_slot0_var7.AutbusPADev27_slot0_var7,Input Registers,USINT,hour
300406,AutbusPADev27_slot0_var8.AutbusPADev27_slot0_var8,Input Registers,USINT,minute
300407,AutbusPADev27_slot0_var9.AutbusPADev27_slot0_var9,Input Registers,USINT,second
400134,AutbusPADev27_slot0_var10.AutbusPADev27_slot0_var10,Holding Registers,USINT,OutData1
400135,AutbusPADev27_slot0_var11.AutbusPADev27_slot0_var11,Holding Registers,USINT,OutData2
300408,AutbusPADev27_slot0_alarm1.AutbusPADev27_slot0_alarm1,Input Registers,USINT,alarm1
300409,AutbusPADev27_slot0_alarm2.AutbusPADev27_slot0_alarm2,Input Registers,USINT,alarm2
400136,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400137,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300410,null.null,Input Registers,UINT,undefined
300411,AutbusPADev28_slot0_var1.AutbusPADev28_slot0_var1,Input Registers,USINT,InData1
300412,AutbusPADev28_slot0_var2.AutbusPADev28_slot0_var2,Input Registers,UINT,InData2
300413,AutbusPADev28_slot0_var3.AutbusPADev28_slot0_var3,Input Registers,ULINT,timer
300417,AutbusPADev28_slot0_var4.AutbusPADev28_slot0_var4,Input Registers,UINT,year
300418,AutbusPADev28_slot0_var5.AutbusPADev28_slot0_var5,Input Registers,USINT,month
300419,AutbusPADev28_slot0_var6.AutbusPADev28_slot0_var6,Input Registers,USINT,day
300420,AutbusPADev28_slot0_var7.AutbusPADev28_slot0_var7,Input Registers,USINT,hour
300421,AutbusPADev28_slot0_var8.AutbusPADev28_slot0_var8,Input Registers,USINT,minute
300422,AutbusPADev28_slot0_var9.AutbusPADev28_slot0_var9,Input Registers,USINT,second
400138,AutbusPADev28_slot0_var10.AutbusPADev28_slot0_var10,Holding Registers,USINT,OutData1
400139,AutbusPADev28_slot0_var11.AutbusPADev28_slot0_var11,Holding Registers,USINT,OutData2
300423,AutbusPADev28_slot0_alarm1.AutbusPADev28_slot0_alarm1,Input Registers,USINT,alarm1
300424,AutbusPADev28_slot0_alarm2.AutbusPADev28_slot0_alarm2,Input Registers,USINT,alarm2
400140,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400141,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300425,null.null,Input Registers,UINT,undefined
300426,AutbusPADev29_slot0_var1.AutbusPADev29_slot0_var1,Input Registers,USINT,InData1
300427,AutbusPADev29_slot0_var2.AutbusPADev29_slot0_var2,Input Registers,UINT,InData2
300428,AutbusPADev29_slot0_var3.AutbusPADev29_slot0_var3,Input Registers,ULINT,timer
300432,AutbusPADev29_slot0_var4.AutbusPADev29_slot0_var4,Input Registers,UINT,year
300433,AutbusPADev29_slot0_var5.AutbusPADev29_slot0_var5,Input Registers,USINT,month
300434,AutbusPADev29_slot0_var6.AutbusPADev29_slot0_var6,Input Registers,USINT,day
300435,AutbusPADev29_slot0_var7.AutbusPADev29_slot0_var7,Input Registers,USINT,hour
300436,AutbusPADev29_slot0_var8.AutbusPADev29_slot0_var8,Input Registers,USINT,minute
300437,AutbusPADev29_slot0_var9.AutbusPADev29_slot0_var9,Input Registers,USINT,second
400142,AutbusPADev29_slot0_var10.AutbusPADev29_slot0_var10,Holding Registers,USINT,OutData1
400143,AutbusPADev29_slot0_var11.AutbusPADev29_slot0_var11,Holding Registers,USINT,OutData2
300438,AutbusPADev29_slot0_alarm1.AutbusPADev29_slot0_alarm1,Input Registers,USINT,alarm1
300439,AutbusPADev29_slot0_alarm2.AutbusPADev29_slot0_alarm2,Input Registers,USINT,alarm2
400144,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400145,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300440,null.null,Input Registers,UINT,undefined
300441,AutbusPADev30_slot0_var1.AutbusPADev30_slot0_var1,Input Registers,USINT,InData1
300442,AutbusPADev30_slot0_var2.AutbusPADev30_slot0_var2,Input Registers,UINT,InData2
300443,AutbusPADev30_slot0_var3.AutbusPADev30_slot0_var3,Input Registers,ULINT,timer
300447,AutbusPADev30_slot0_var4.AutbusPADev30_slot0_var4,Input Registers,UINT,year
300448,AutbusPADev30_slot0_var5.AutbusPADev30_slot0_var5,Input Registers,USINT,month
300449,AutbusPADev30_slot0_var6.AutbusPADev30_slot0_var6,Input Registers,USINT,day
300450,AutbusPADev30_slot0_var7.AutbusPADev30_slot0_var7,Input Registers,USINT,hour
300451,AutbusPADev30_slot0_var8.AutbusPADev30_slot0_var8,Input Registers,USINT,minute
300452,AutbusPADev30_slot0_var9.AutbusPADev30_slot0_var9,Input Registers,USINT,second
400146,AutbusPADev30_slot0_var10.AutbusPADev30_slot0_var10,Holding Registers,USINT,OutData1
400147,AutbusPADev30_slot0_var11.AutbusPADev30_slot0_var11,Holding Registers,USINT,OutData2
300453,AutbusPADev30_slot0_alarm1.AutbusPADev30_slot0_alarm1,Input Registers,USINT,alarm1
300454,AutbusPADev30_slot0_alarm2.AutbusPADev30_slot0_alarm2,Input Registers,USINT,alarm2
400148,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400149,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300455,null.null,Input Registers,UINT,undefined
300456,AutbusPADev31_slot0_var1.AutbusPADev31_slot0_var1,Input Registers,USINT,InData1
300457,AutbusPADev31_slot0_var2.AutbusPADev31_slot0_var2,Input Registers,UINT,InData2
300458,AutbusPADev31_slot0_var3.AutbusPADev31_slot0_var3,Input Registers,ULINT,timer
300462,AutbusPADev31_slot0_var4.AutbusPADev31_slot0_var4,Input Registers,UINT,year
300463,AutbusPADev31_slot0_var5.AutbusPADev31_slot0_var5,Input Registers,USINT,month
300464,AutbusPADev31_slot0_var6.AutbusPADev31_slot0_var6,Input Registers,USINT,day
300465,AutbusPADev31_slot0_var7.AutbusPADev31_slot0_var7,Input Registers,USINT,hour
300466,AutbusPADev31_slot0_var8.AutbusPADev31_slot0_var8,Input Registers,USINT,minute
300467,AutbusPADev31_slot0_var9.AutbusPADev31_slot0_var9,Input Registers,USINT,second
400150,AutbusPADev31_slot0_var10.AutbusPADev31_slot0_var10,Holding Registers,USINT,OutData1
400151,AutbusPADev31_slot0_var11.AutbusPADev31_slot0_var11,Holding Registers,USINT,OutData2
300468,AutbusPADev31_slot0_alarm1.AutbusPADev31_slot0_alarm1,Input Registers,USINT,alarm1
300469,AutbusPADev31_slot0_alarm2.AutbusPADev31_slot0_alarm2,Input Registers,USINT,alarm2
400152,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400153,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300470,null.null,Input Registers,UINT,undefined
300471,AutbusPADev32_slot0_var1.AutbusPADev32_slot0_var1,Input Registers,USINT,InData1
300472,AutbusPADev32_slot0_var2.AutbusPADev32_slot0_var2,Input Registers,UINT,InData2
300473,AutbusPADev32_slot0_var3.AutbusPADev32_slot0_var3,Input Registers,ULINT,timer
300477,AutbusPADev32_slot0_var4.AutbusPADev32_slot0_var4,Input Registers,UINT,year
300478,AutbusPADev32_slot0_var5.AutbusPADev32_slot0_var5,Input Registers,USINT,month
300479,AutbusPADev32_slot0_var6.AutbusPADev32_slot0_var6,Input Registers,USINT,day
300480,AutbusPADev32_slot0_var7.AutbusPADev32_slot0_var7,Input Registers,USINT,hour
300481,AutbusPADev32_slot0_var8.AutbusPADev32_slot0_var8,Input Registers,USINT,minute
300482,AutbusPADev32_slot0_var9.AutbusPADev32_slot0_var9,Input Registers,USINT,second
400154,AutbusPADev32_slot0_var10.AutbusPADev32_slot0_var10,Holding Registers,USINT,OutData1
400155,AutbusPADev32_slot0_var11.AutbusPADev32_slot0_var11,Holding Registers,USINT,OutData2
300483,AutbusPADev32_slot0_alarm1.AutbusPADev32_slot0_alarm1,Input Registers,USINT,alarm1
300484,AutbusPADev32_slot0_alarm2.AutbusPADev32_slot0_alarm2,Input Registers,USINT,alarm2
400156,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400157,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300485,null.null,Input Registers,UINT,undefined
300486,AutbusPADev33_slot0_var1.AutbusPADev33_slot0_var1,Input Registers,USINT,InData1
300487,AutbusPADev33_slot0_var2.AutbusPADev33_slot0_var2,Input Registers,UINT,InData2
300488,AutbusPADev33_slot0_var3.AutbusPADev33_slot0_var3,Input Registers,ULINT,timer
300492,AutbusPADev33_slot0_var4.AutbusPADev33_slot0_var4,Input Registers,UINT,year
300493,AutbusPADev33_slot0_var5.AutbusPADev33_slot0_var5,Input Registers,USINT,month
300494,AutbusPADev33_slot0_var6.AutbusPADev33_slot0_var6,Input Registers,USINT,day
300495,AutbusPADev33_slot0_var7.AutbusPADev33_slot0_var7,Input Registers,USINT,hour
300496,AutbusPADev33_slot0_var8.AutbusPADev33_slot0_var8,Input Registers,USINT,minute
300497,AutbusPADev33_slot0_var9.AutbusPADev33_slot0_var9,Input Registers,USINT,second
400158,AutbusPADev33_slot0_var10.AutbusPADev33_slot0_var10,Holding Registers,USINT,OutData1
400159,AutbusPADev33_slot0_var11.AutbusPADev33_slot0_var11,Holding Registers,USINT,OutData2
300498,AutbusPADev33_slot0_alarm1.AutbusPADev33_slot0_alarm1,Input Registers,USINT,alarm1
300499,AutbusPADev33_slot0_alarm2.AutbusPADev33_slot0_alarm2,Input Registers,USINT,alarm2
400160,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400161,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300500,null.null,Input Registers,UINT,undefined
300501,AutbusPADev34_slot0_var1.AutbusPADev34_slot0_var1,Input Registers,USINT,InData1
300502,AutbusPADev34_slot0_var2.AutbusPADev34_slot0_var2,Input Registers,UINT,InData2
300503,AutbusPADev34_slot0_var3.AutbusPADev34_slot0_var3,Input Registers,ULINT,timer
300507,AutbusPADev34_slot0_var4.AutbusPADev34_slot0_var4,Input Registers,UINT,year
300508,AutbusPADev34_slot0_var5.AutbusPADev34_slot0_var5,Input Registers,USINT,month
300509,AutbusPADev34_slot0_var6.AutbusPADev34_slot0_var6,Input Registers,USINT,day
300510,AutbusPADev34_slot0_var7.AutbusPADev34_slot0_var7,Input Registers,USINT,hour
300511,AutbusPADev34_slot0_var8.AutbusPADev34_slot0_var8,Input Registers,USINT,minute
300512,AutbusPADev34_slot0_var9.AutbusPADev34_slot0_var9,Input Registers,USINT,second
400162,AutbusPADev34_slot0_var10.AutbusPADev34_slot0_var10,Holding Registers,USINT,OutData1
400163,AutbusPADev34_slot0_var11.AutbusPADev34_slot0_var11,Holding Registers,USINT,OutData2
300513,AutbusPADev34_slot0_alarm1.AutbusPADev34_slot0_alarm1,Input Registers,USINT,alarm1
300514,AutbusPADev34_slot0_alarm2.AutbusPADev34_slot0_alarm2,Input Registers,USINT,alarm2
400164,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400165,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300515,null.null,Input Registers,UINT,undefined
300516,AutbusPADev35_slot0_var1.AutbusPADev35_slot0_var1,Input Registers,USINT,InData1
300517,AutbusPADev35_slot0_var2.AutbusPADev35_slot0_var2,Input Registers,UINT,InData2
300518,AutbusPADev35_slot0_var3.AutbusPADev35_slot0_var3,Input Registers,ULINT,timer
300522,AutbusPADev35_slot0_var4.AutbusPADev35_slot0_var4,Input Registers,UINT,year
300523,AutbusPADev35_slot0_var5.AutbusPADev35_slot0_var5,Input Registers,USINT,month
300524,AutbusPADev35_slot0_var6.AutbusPADev35_slot0_var6,Input Registers,USINT,day
300525,AutbusPADev35_slot0_var7.AutbusPADev35_slot0_var7,Input Registers,USINT,hour
300526,AutbusPADev35_slot0_var8.AutbusPADev35_slot0_var8,Input Registers,USINT,minute
300527,AutbusPADev35_slot0_var9.AutbusPADev35_slot0_var9,Input Registers,USINT,second
400166,AutbusPADev35_slot0_var10.AutbusPADev35_slot0_var10,Holding Registers,USINT,OutData1
400167,AutbusPADev35_slot0_var11.AutbusPADev35_slot0_var11,Holding Registers,USINT,OutData2
300528,AutbusPADev35_slot0_alarm1.AutbusPADev35_slot0_alarm1,Input Registers,USINT,alarm1
300529,AutbusPADev35_slot0_alarm2.AutbusPADev35_slot0_alarm2,Input Registers,USINT,alarm2
400168,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400169,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300530,null.null,Input Registers,UINT,undefined
300531,AutbusPADev36_slot0_var1.AutbusPADev36_slot0_var1,Input Registers,USINT,InData1
300532,AutbusPADev36_slot0_var2.AutbusPADev36_slot0_var2,Input Registers,UINT,InData2
300533,AutbusPADev36_slot0_var3.AutbusPADev36_slot0_var3,Input Registers,ULINT,timer
300537,AutbusPADev36_slot0_var4.AutbusPADev36_slot0_var4,Input Registers,UINT,year
300538,AutbusPADev36_slot0_var5.AutbusPADev36_slot0_var5,Input Registers,USINT,month
300539,AutbusPADev36_slot0_var6.AutbusPADev36_slot0_var6,Input Registers,USINT,day
300540,AutbusPADev36_slot0_var7.AutbusPADev36_slot0_var7,Input Registers,USINT,hour
300541,AutbusPADev36_slot0_var8.AutbusPADev36_slot0_var8,Input Registers,USINT,minute
300542,AutbusPADev36_slot0_var9.AutbusPADev36_slot0_var9,Input Registers,USINT,second
400170,AutbusPADev36_slot0_var10.AutbusPADev36_slot0_var10,Holding Registers,USINT,OutData1
400171,AutbusPADev36_slot0_var11.AutbusPADev36_slot0_var11,Holding Registers,USINT,OutData2
300543,AutbusPADev36_slot0_alarm1.AutbusPADev36_slot0_alarm1,Input Registers,USINT,alarm1
300544,AutbusPADev36_slot0_alarm2.AutbusPADev36_slot0_alarm2,Input Registers,USINT,alarm2
400172,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400173,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300545,null.null,Input Registers,UINT,undefined
300546,AutbusPADev37_slot0_var1.AutbusPADev37_slot0_var1,Input Registers,USINT,InData1
300547,AutbusPADev37_slot0_var2.AutbusPADev37_slot0_var2,Input Registers,UINT,InData2
300548,AutbusPADev37_slot0_var3.AutbusPADev37_slot0_var3,Input Registers,ULINT,timer
300552,AutbusPADev37_slot0_var4.AutbusPADev37_slot0_var4,Input Registers,UINT,year
300553,AutbusPADev37_slot0_var5.AutbusPADev37_slot0_var5,Input Registers,USINT,month
300554,AutbusPADev37_slot0_var6.AutbusPADev37_slot0_var6,Input Registers,USINT,day
300555,AutbusPADev37_slot0_var7.AutbusPADev37_slot0_var7,Input Registers,USINT,hour
300556,AutbusPADev37_slot0_var8.AutbusPADev37_slot0_var8,Input Registers,USINT,minute
300557,AutbusPADev37_slot0_var9.AutbusPADev37_slot0_var9,Input Registers,USINT,second
400174,AutbusPADev37_slot0_var10.AutbusPADev37_slot0_var10,Holding Registers,USINT,OutData1
400175,AutbusPADev37_slot0_var11.AutbusPADev37_slot0_var11,Holding Registers,USINT,OutData2
300558,AutbusPADev37_slot0_alarm1.AutbusPADev37_slot0_alarm1,Input Registers,USINT,alarm1
300559,AutbusPADev37_slot0_alarm2.AutbusPADev37_slot0_alarm2,Input Registers,USINT,alarm2
400176,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400177,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
